Name;Postanschrift;Hausanschrift;E-Mail;Web;Telefon;Fax
Amtsgericht Braunschweig ;"Amtsgericht Braunschweig 
Postfach 32 31
38022 Braunschweig";"Amtsgericht Braunschweig 
An der Martinikirche 8
38100 Braunschweig";poststelle@ag-bs.niedersachsen.de;;(0531)4880;(0531)4882999
Amtsgericht Breisach am Rhein;Amtsgericht Breisach am Rhein;"Amtsgericht Breisach am Rhein
Kapuzinergasse 2
79206 Breisach am Rhein";Poststelle@agbreisach.justiz.bwl.de;;(07667) 93090;(07667) 930944
Amtsgericht Bremen ;"Amtsgericht Bremen 
Postfach 10 79 43
28079 Bremen";"Amtsgericht Bremen 
Ostertorstraße 25/31
28195 Bremen";office@amtsgericht.bremen.de;http://www.amtsgericht.bremen.de/sixcms/detail.php?gsid=bremen02.c.730.de;(0421)36115957;(0421)4964851
Amtsgericht Bremen - Blumenthal;"Amtsgericht Bremen - Blumenthal
Postfach 71 01 20
28761 Bremen";"Amtsgericht Bremen - Blumenthal
Landrat-Christians-Str. 65a-69
28779 Bremen";office@amtsgericht-blumenthal.bremen.de;http://www.amtsgerichtblumenthal.bremen.de/sixcms/detail.php?gsid=bremen02.c.730.de;(0421)3617714;(0421)3617302
Amtsgericht Bremerhaven ;"Amtsgericht Bremerhaven 
Postfach 21 01 40
27522 Bremerhaven";"Amtsgericht Bremerhaven 
Nordstraße 10
27580 Bremerhaven";office@Amtsgericht-Bremerhaven.bremen.de;http://www.amtsgericht-bremerhaven.bremen.de;(0471)59613680;(0471)59613696
Amtsgericht Bremervörde ;"Amtsgericht Bremervörde 
Postfach 11 62
27421 Bremervörde";"Amtsgericht Bremervörde 
Amtsallee 1 und 2
27432 Bremervörde";agbrv-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-bremervoerde.niedersachsen.de;(04761)98490;(04761)984949
Amtsgericht Bretten ;"Amtsgericht Bretten 
Postfach 11 03
75001 Bretten";"Amtsgericht Bretten 
Obere Kirchgasse 9
75015 Bretten";Poststelle@agbretten.justiz.bwl.de;;(07252) 5070;(07252) 507100
Amtsgericht Brilon ;"Amtsgericht Brilon 
Postfach 11 20
59914 Brilon";"Amtsgericht Brilon 
Bahnhofstraße 32
59929 Brilon";poststelle@ag-brilon.nrw.de;http://www.ag-brilon.nrw.de;(02961)96190;(02961)9619204
Amtsgericht Bruchsal ;"Amtsgericht Bruchsal 
Postfach 30 27
76643 Bruchsal";"Amtsgericht Bruchsal 
Schönbornstraße 18
76646 Bruchsal";Poststelle@agbruchsal.justiz.bwl.de;;(07251) 740;(07251) 84621
Amtsgericht Brühl;"Amtsgericht Brühl
50319 Brühl";"Amtsgericht Brühl
Balthasar-Neumann-Platz 3
50321 Brühl";poststelle@ag-bruehl.nrw.de;http://www.ag-bruehl.nrw.de;(02232)7090;(02232)709-999
Amtsgericht Buchen (Odenwald);"Amtsgericht Buchen (Odenwald)
Postfach 11 62
74710 Buchen (Odenwald)";"Amtsgericht Buchen (Odenwald)
Amtsstraße 26
74722 Buchen (Odenwald)";Poststelle@agbuchen.justiz.bwl.de;;(06281) 3259-0;(06281) 3259-27
Amtsgericht Bückeburg ;"Amtsgericht Bückeburg 
Postfach 11 15
31667 Bückeburg";"Amtsgericht Bückeburg 
Herminenstraße 30
31675 Bückeburg";agbbg-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-bueckeburg.niedersachsen.de;(05722)2900;(05722)290214
Amtsgericht Büdingen ;"Amtsgericht Büdingen 
Postfach 11 00
63652 Büdingen";"Amtsgericht Büdingen 
Stiegelwiese 1
63654 Büdingen";verwaltung@ag-buedingen.justiz.hessen.de;http://www.ag-buedingen.justiz.hessen.de;(06042)9820;(06042)982101
Amtsgericht Bühl ;"Amtsgericht Bühl 
Postfach 11 55
77801 Bühl";"Amtsgericht Bühl 
Hauptstraße 94
77815 Bühl";Poststelle@agbuehl.justiz.bwl.de;;(07223) 8085910;(07223) 8085934
Amtsgericht Bünde ;"Amtsgericht Bünde 
Postfach 12 09
32212 Bünde";"Amtsgericht Bünde 
Hangbaumstraße 19
32257 Bünde";poststelle@ag-buende.nrw.de;http://www.ag-buende.nrw.de;(05223)9220;(05223)922222
Amtsgericht Burg ;"Amtsgericht Burg 
Postfach 13 34
39283 Burg";"Amtsgericht Burg 
Johannesstraße 18
39288 Burg";Poststelle@ag-brg.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-brg;(03921)9130;(03921)913111 /913213
Amtsgericht Burg Außenstelle Grundbuchamt, Zwangsversteigerungs u. Familiensachen;Amtsgericht Burg Außenstelle Grundbuchamt, Zwangsversteigerungs u. Familiensachen;"Amtsgericht Burg Außenstelle Grundbuchamt, Zwangsversteigerungs u. Familiensachen
In der Alten Kaserne 7
39288 Burg";-;;(03921)9130;(03921)913111/ 913213
Amtsgericht Burgdorf ;"Amtsgericht Burgdorf 
Postfach 10 01 63
31286 Burgdorf";"Amtsgericht Burgdorf 
Schloßstraße 4
31303 Burgdorf";AGBU-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-burgdorf.niedersachsen.de;(05136)8970;(05136)897299
Amtsgericht Burgwedel ;"Amtsgericht Burgwedel 
Postfach 13 54
30929 Burgwedel";"Amtsgericht Burgwedel 
Im Klint 4
30938 Burgwedel";agbgw-Poststelle@justiz.niedersachen.de;http://www.amtsgericht-burgwedel.niedersachsen.de;(05139)80610;(05139)3652
Amtsgericht Buxtehude ;"Amtsgericht Buxtehude 
Postfach 11 52
21601 Buxtehude";"Amtsgericht Buxtehude 
Bahnhofstraße 4
21614 Buxtehude";agbux-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-buxtehude.niedersachsen.de;(04161)50690;(04161)506911
Amtsgericht Charlottenburg;"Amtsgericht Charlottenburg
14046 Berlin";"Amtsgericht Charlottenburg
Amtsgerichtsplatz 1
14057 Berlin";verwaltung@ag-ch.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/charl;(030)901770;(030)90177447
Amtsgericht Homburg Zweigstelle Blieskastel;"Amtsgericht Homburg Zweigstelle Blieskastel
Postfach 12 40
66432 Blieskastel";"Amtsgericht Homburg Zweigstelle Blieskastel
Luitpoldplatz 5
66440 Blieskastel";-;;(06842)92150;(06842)921533
Amtsgericht Köpenick;"Amtsgericht Köpenick
12533 Berlin";"Amtsgericht Köpenick
Mandrellaplatz 6
12555 Berlin";verwaltung@ag-kp.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/koep;(030)902470;(030)90247200
Amtsgericht Landau in der Pfalz Zweigstelle Bad Bergzabern;"Amtsgericht Landau in der Pfalz Zweigstelle Bad Bergzabern
Postfach 11 13
76881 Bad Bergzabern";"Amtsgericht Landau in der Pfalz Zweigstelle Bad Bergzabern
Weinstraße 46
76887 Bad Bergzabern";AGBZA@zw.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Bad-Bergzabern/;(06343)93710;(06343)937160
Amtsgericht Lichtenberg;"Amtsgericht Lichtenberg
10321 Berlin";"Amtsgericht Lichtenberg
Roedeliusplatz 1
10365 Berlin";verwaltung@ag-lb.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/lbg;(030)902530;(030)90253300
Amtsgericht Lichtenberg Zweigstelle Hohenschönhausen;Amtsgericht Lichtenberg Zweigstelle Hohenschönhausen;"Amtsgericht Lichtenberg Zweigstelle Hohenschönhausen
Wartenberger Straße 40
13053 Berlin";verwaltung@ag-hs.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/lbg;(030)902560;(030)90256411
Amtsgericht Mitte;"Amtsgericht Mitte
10174 Berlin";"Amtsgericht Mitte
Littenstraße 12-17
10179 Berlin";verwaltung@ag-mitte.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/mitte;(030)90230;(030)90232223
Amtsgericht Mühlhausen Zweigstelle Bad Langensalza;"Amtsgericht Mühlhausen Zweigstelle Bad Langensalza
Postfach 14 42
99943 Bad Langensalza";"Amtsgericht Mühlhausen Zweigstelle Bad Langensalza
Gothaer Landstraße 1
99947 Bad Langensalza";Poststelle@aglsz.thueringen.de;;(03603)86440;(03603)864415
Amtsgericht Neukölln;"Amtsgericht Neukölln
12038 Berlin";"Amtsgericht Neukölln
Karl-Marx-Straße 77-79
12043 Berlin";verwaltung@ag-nk.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/nk;(030)901910;(030)90191122
Amtsgericht Pankow/ Weißensee;Amtsgericht Pankow/ Weißensee;"Amtsgericht Pankow/ Weißensee
Parkstraße 71
13086 Berlin";verwaltung@ag-pw.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/pw;(030)902450;(030)90245400
Amtsgericht Pößneck Zweigstelle Bad Lobenstein;"Amtsgericht Pößneck Zweigstelle Bad Lobenstein
Postfach 1 21
07353 Bad Lobenstein";"Amtsgericht Pößneck Zweigstelle Bad Lobenstein
Mühlgasse 19c
07356 Bad Lobenstein";Poststelle@aglbs.thueringen.de;;(036651)6100;(036651)61010
Amtsgericht Schöneberg;"Amtsgericht Schöneberg
10820 Berlin";"Amtsgericht Schöneberg
Grunewaldstraße 66-67
10823 Berlin";verwaltung@ag-sb.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/schoen;(030)901590;(030)90159429
Amtsgericht Spandau;"Amtsgericht Spandau
13578 Berlin";"Amtsgericht Spandau
Altstädter Ring 7
13597 Berlin";verwaltung@ag-sp.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/spandau;(030)901570;(030)90157444
Amtsgericht Tempelhof- Kreuzberg;"Amtsgericht Tempelhof- Kreuzberg
10958 Berlin";"Amtsgericht Tempelhof- Kreuzberg
Möckernstraße 130
10963 Berlin";verwaltung@ag-tk.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/tk;(030)901750;(030)90175211
Amtsgericht Tiergarten;"Amtsgericht Tiergarten
10548 Berlin";"Amtsgericht Tiergarten
Turmstraße 91
10559 Berlin";verwaltung@ag-tg.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/tierg;(030)90140;(030)90142010
Amtsgericht Wedding;"Amtsgericht Wedding
13344 Berlin";"Amtsgericht Wedding
Brunnenplatz 1
13357 Berlin";verwaltung@ag-we.berlin.de;http://www.berlin.de/sen/justiz/gerichte/ag/wedd;(030)901560;(030)90156664
Brandenburgisches Oberlandesgericht;"Brandenburgisches Oberlandesgericht
14767 Brandenburg an der Havel";"Brandenburgisches Oberlandesgericht
Gertrud-Piter-Platz 11
14770 Brandenburg an der Havel";verwaltung@OLG.BRANDENBURG.DE;http://www.olg-brandenburg.de/;(03381)3990;(03381)399350 /360
Hanseatisches Oberlandesgericht Bremen;Hanseatisches Oberlandesgericht Bremen;"Hanseatisches Oberlandesgericht Bremen
Am Wall 198
28195 Bremen";verwaltung@oberlandesgericht.bremen.de;http://www.oberlandesgericht.bremen.de/sixcms/detail.php?gsid=bremen88.c.1672.de;(0421)3614522;(0421)36117290
Kammergericht Berlin;Kammergericht Berlin;"Kammergericht Berlin
Elßholzstr. 30-33
10781 Berlin";verwaltung@kg.berlin.de;http://http://www.berlin.de/sen/justiz/gerichte/kg/;(030) 9015-0;(030) 9015-2200
Landgericht  Bad Kreuznach ;"Landgericht  Bad Kreuznach 
Postfach 16 49
55506 Bad Kreuznach";"Landgericht  Bad Kreuznach 
Ringstraße 79
55543 Bad Kreuznach";LGKH@ko.jm.rlp.de;http://www.LGKH.justiz.rlp.de;(0671)7080;(0671)708213
Landgericht  Baden-Baden ;"Landgericht  Baden-Baden 
Postfach 21 40
76491 Baden-Baden";"Landgericht  Baden-Baden 
Gutenbergstraße 17
76532 Baden-Baden";Poststelle@lgbaden-baden.justiz.bwl.de;;(07221) 6850;(07221) 685291
Landgericht  Bamberg;"Landgericht  Bamberg
Postfach 17 29
96008 Bamberg";"Landgericht  Bamberg
Wilhelmsplatz 1
96047 Bamberg";Poststelle@lg-ba.bayern.de;http://www.justiz.bayern.de/gericht/lg/ba;(0951) 8330;(0951) 8331650
Landgericht  Bautzen ;"Landgericht  Bautzen 
Postfach 17 20
02607 Bautzen";"Landgericht  Bautzen 
Lessingstraße 7
02625 Bautzen";verwaltung-p@lgbz.justiz.sachsen.de;http://www.justiz.sachsen.de;(03591)3610;(03591)361111
Landgericht  Bayreuth ;Landgericht  Bayreuth ;"Landgericht  Bayreuth 
Wittelsbacherring 22
95444 Bayreuth";Poststelle@lg-bt.bayern.de;http://www.justiz.bayern.de/gericht/ag/bt;(0921) 5040;(0921) 504139
Landgericht  Berlin;"Landgericht  Berlin
10174 Berlin";"Landgericht  Berlin
Littenstraße 12 - 17
10179 Berlin";verwaltung@lg.berlin.de;http://www.berlin.de/sen/justiz/gerichte/lg;(030)90230;(030)90232223
Landgericht  Bielefeld ;"Landgericht  Bielefeld 
Postfach 10 02 89
33502 Bielefeld";"Landgericht  Bielefeld 
Niederwall 71
33602 Bielefeld";poststelle@lg-bielefeld.nrw.de;http://www.lg-bielefeld.nrw.de;(0521)5490;(0521)5491026
Landgericht  Bochum;"Landgericht  Bochum
Postfach 10 16 29
44716 Bochum";"Landgericht  Bochum
Westring 8
44787 Bochum";poststelle@lg-bochum.nrw.de;http://www.lg-bochum.nrw.de;(0234)9670;(0234)9672244
Landgericht  Bonn ;"Landgericht  Bonn 
Postfach 19 60
53009 Bonn";"Landgericht  Bonn 
Wilhelmstraße 21- 23
53111 Bonn";poststelle@lg-bonn.nrw.de;http://www.lg-bonn.nrw.de;(0228)7020;(0228)7021600
Landgericht  Braunschweig ;"Landgericht  Braunschweig 
Postfach 30 49
38020 Braunschweig";"Landgericht  Braunschweig 
Münzstraße 17
38100 Braunschweig";poststelle@lg-bs.niedersachsen.de;http://www.landgericht-braunschweig.niedersachsen.de;(0531)4880;(0531)4882665
Landgericht  Bremen ;"Landgericht  Bremen 
Postfach 10 78 43
28078 Bremen";"Landgericht  Bremen 
Domsheide 16
28195 Bremen";office@landgericht.bremen.de;http://www.landgericht.bremen.de/sixcms/detail.php?gsid=bremen02.c.730.de;(0421)36110240;(0421)4964851
Landgericht  Bückeburg ;"Landgericht  Bückeburg 
Postfach 13 05
31665 Bückeburg";"Landgericht  Bückeburg 
Herminenstraße 31
31675 Bückeburg";lgbbg-poststelle@justiz.niedersachsen.de;http://www.landgericht-bueckeburg.niedersachsen.de;(05722)2900;(05722)290215
Oberlandesgericht Bamberg;"Oberlandesgericht Bamberg
Postfach 17 29
96008 Bamberg";"Oberlandesgericht Bamberg
Wilhelmsplatz 1
96047 Bamberg";Poststelle@olg-ba.bayern.de;http://www.justiz.bayern.de/gericht/olg-ba;(0951) 8330;(0951) 8331230
Oberlandesgericht Braunschweig ;"Oberlandesgericht Braunschweig 
Postfach 36 27
38026 Braunschweig";"Oberlandesgericht Braunschweig 
Bankplatz 6
38100 Braunschweig";poststelle@olg-bs.niedersachsen.de;http://www.oberlandesgerichtbraunschweig.niedersachsen.de;(0531)4880;(0531)4882664
Amtsgericht Calw;"Amtsgericht Calw
75363 Calw";"Amtsgericht Calw
Schillerstraße 11
75365 Calw";Poststelle@agcalw.justiz.bwl.de;;(07051) 168801;(07051) 1688111
Amtsgericht Castrop-Rauxel ;"Amtsgericht Castrop-Rauxel 
Postfach 10 20 80
44573 Castrop-Rauxel";"Amtsgericht Castrop-Rauxel 
Bahnhofstraße 61-63
44575 Castrop-Rauxel";poststelle@ag-castrop-rauxel.nrw.de;http://www.ag-castroprauxel.nrw.de;(02305)10090;(02305)100949
Amtsgericht Celle ;"Amtsgericht Celle 
Postfach 11 04
29201 Celle";"Amtsgericht Celle 
Mühlenstraße 8
29221 Celle";AGCE-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-celle.niedersachsen.de;(05141)2060;(05141)206757
Amtsgericht Cham ;"Amtsgericht Cham 
Postfach 11 34
93401 Cham";"Amtsgericht Cham 
Kirchplatz 13
93413 Cham";Poststelle@ag-cha.bayern.de;http://www.justiz.bayern.de/gericht/ag/cha/;(09971)9900;(09971)990150
Amtsgericht Chemnitz;"Amtsgericht Chemnitz
ostfach 5 24
09005 Chemnitz";"Amtsgericht Chemnitz
Gerichtsstraße 2
09112 Chemnitz";verwaltung-p@agc.justiz.sachsen.de;http://www.amtsgericht-chemnitz.de;(0371)4530;(0371)4535555
Amtsgericht Clausthal- Zellerfeld;"Amtsgericht Clausthal- Zellerfeld
Postfach 2528
38674 Clausthal-Zellerfeld";"Amtsgericht Clausthal- Zellerfeld
Marktstraße 9
38678 Clausthal-Zellerfeld";poststelle@ag-cz.niedersachsen.de;http://www.amtsgericht.clausthal-zellerfeld.niedersachsen.de;(05323)9510;(05323)951199
Amtsgericht Cloppenburg ;"Amtsgericht Cloppenburg 
Postfach 19 41
49649 Cloppenburg";"Amtsgericht Cloppenburg 
Burgstraße 9
49661 Cloppenburg";AGCLP-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-cloppenburg.niedersachsen.de;(04471)88000;(04471)880010
Amtsgericht Coburg ;"Amtsgericht Coburg 
Postfach 21 35
96410 Coburg";"Amtsgericht Coburg 
Ketschendorfer Straße 1
96450 Coburg";Poststelle@ag-co.bayern.de;http://www.justiz.bayern.de/gericht/ag/co;(09561) 8780;(09561) 8781900
Amtsgericht Coburg Zentrales Mahngericht;"Amtsgericht Coburg Zentrales Mahngericht
Postfach 11 43
96441 Coburg";"Amtsgericht Coburg Zentrales Mahngericht
Heiligkreuzstrasse 22
96450 Coburg";Poststelle.Zentrales.Mahngericht@ag.co.bayern.de;http://www.justiz.bayern.de;(09561)8785;(09561)8786666
Amtsgericht Cochem ;"Amtsgericht Cochem 
Postfach 11 20
56801 Cochem";"Amtsgericht Cochem 
Ravenéstraße 39
56812 Cochem";AGCOC@.ko.jm.rlp.de;http://www.mjv.rlp.de/Gerichte/Ordentliche-Gerichte/Amtsgerichte/Cochem/;(02671)98800;(02671)988052
Amtsgericht Coesfeld ;"Amtsgericht Coesfeld 
Postfach 11 51
48651 Coesfeld";"Amtsgericht Coesfeld 
Friedrich-Ebert-Straße 6
48653 Coesfeld";poststelle@ag-coesfeld.nrw.de;http://www.ag-coesfeld.nrw.de;(02541)7310;(02541)731469
Amtsgericht Cottbus ;"Amtsgericht Cottbus 
Postfach 10 01 63
03001 Cottbus";"Amtsgericht Cottbus 
Vom-Stein-Straße 28
03050 Cottbus";poststelle@arbgc.brandenburg.De;http://www.arbg-cottbus.brandenburg.de;(0355)49913110;(0355)49913239
Amtsgericht Crailsheim ;Amtsgericht Crailsheim ;"Amtsgericht Crailsheim 
Schillerstraße 1
74564 Crailsheim";Poststelle@agcrailsheim.justiz.bwl.de;;(07951) 4010;(07951) 401322
Amtsgericht Cuxhaven ;"Amtsgericht Cuxhaven 
Postfach 1 02
27451 Cuxhaven";"Amtsgericht Cuxhaven 
Deichstraße 12a
27472 Cuxhaven";agcux-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-cuxhaven.niedersachsen.de;(04721)50190;(04721)5019113
Landgericht  Chemnitz ;"Landgericht  Chemnitz 
Postfach 1 30
09001 Chemnitz";"Landgericht  Chemnitz 
Hohe Str. 19-23
09112 Chemnitz";verwaltung-p@lgc.justiz.sachsen.de;http://www.justiz.sachsen.de;(0371)4530;(0371)302174
Landgericht  Coburg ;"Landgericht  Coburg 
Postfach 21 35
96410 Coburg";"Landgericht  Coburg 
Ketschendorfer Straße 1
96450 Coburg";Poststelle@lg-co.bayern.de;http://www.justiz-coburg.de/;(09561) 8780;(09561) 8781900
Landgericht  Cottbus ;"Landgericht  Cottbus 
Postfach 10 02 64
03002 Cottbus";"Landgericht  Cottbus 
Gerichtsstraße 3-4
03046 Cottbus";verwaltung@LGCB.BRANDENBURG.DE;http://www.lg-cottbus.brandenburg.de;(0355)6371-0;(0355)6371360
Oberlandesgericht Celle ;"Oberlandesgericht Celle 
Postfach 11 02
29201 Celle";"Oberlandesgericht Celle 
Schloßplatz 2
29221 Celle";poststelle@olg-ce.niedersachsen.de;http://www.oberlandesgericht-celle.niedersachsen.de;(05141)2060;(05141)206208
Amtsgericht Dachau ;"Amtsgericht Dachau 
Postfach
85201 Dachau";"Amtsgericht Dachau 
Schloßgasse 1
85221 Dachau";Poststelle@ag-dah.bayern.de;;(08131)7050;(08131)705108
Amtsgericht Dannenberg (Elbe) ;"Amtsgericht Dannenberg (Elbe) 
Postfach 11 65
29445 Dannenberg (Elbe)";"Amtsgericht Dannenberg (Elbe) 
Amtsberg 2 - 3
29451 Dannenberg (Elbe)";AGDAN-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-dannenberg.niedersachsen.de;(05861)9540;(05861)954333
Amtsgericht Darmstadt;"Amtsgericht Darmstadt
Postfach 11 09 51
64224 Darmstadt";"Amtsgericht Darmstadt
Mathildenplatz 12
64283 Darmstadt";verwaltung@ag-darmstadt.justiz.hessen.de;http://www.ag-darmstadt.justiz.hessen.de;(06151)992-0;(06151)992-5050
Amtsgericht Daun ;"Amtsgericht Daun 
Postfach 11 20
54542 Daun";"Amtsgericht Daun 
Berliner Straße 3
54550 Daun";AGDAU@ko.jm.rlp.de;http://www.AGDAU.justiz.rlp.de;(06592)180;(06592)18444
Amtsgericht Deggendorf ;"Amtsgericht Deggendorf 
Postfach 11 40
94451 Deggendorf";"Amtsgericht Deggendorf 
Amanstraße 17
94469 Deggendorf";Poststelle@ag-deg.bayern.de;;(0991)38980;(0991)3898202
Amtsgericht Delbrück ;"Amtsgericht Delbrück 
Postfach 11 61
33119 Delbrück";"Amtsgericht Delbrück 
Lohmannstraße 28
33129 Delbrück";poststelle@ag-delbrueck.nrw.de;http://www.ag-delbrueck.nrw.de;(05250)98080;(05250)980840
Amtsgericht Delmenhorst ;"Amtsgericht Delmenhorst 
Postfach 11 44
27747 Delmenhorst";"Amtsgericht Delmenhorst 
Bismarckstraße 110
27749 Delmenhorst";AGDEL-Poststelle@justiz.niedersachsen.de;http://www.amtsgericht-delmenhorst.niedersachsen.de;(04221)12620;(04221)1262160
Amtsgericht Demmin ;"Amtsgericht Demmin 
Postfach 93
17101 Demmin";"Amtsgericht Demmin 
Clara-Zetkin-Straße 14
17109 Demmin";verwaltung@ag-demmin.mv-justiz.de;;(03998)43710;(03998)437111
Amtsgericht Dessau-Roßlau ;"Amtsgericht Dessau-Roßlau 
Postfach 18 21
06815 Dessau-Roßlau";"Amtsgericht Dessau-Roßlau 
Willy-Lohmann-Straße 33
06844 Dessau-Roßlau";poststelle@ag-de.justiz.sachsen-anhalt.de;http://www.justiz.sachsen-anhalt.de/ag-de;(0340)2020;(0340)2021289 /90
Amtsgericht Detmold ;"Amtsgericht Detmold 
Postfach 11 63
32701 Detmold";"Amtsgericht Detmold 
Heinrich-Drake-Straße 3
32756 Detmold";poststelle@ag-detmold.nrw.de;http://www.ag-detmold.nrw.de;(05231)7681;(05231)768400
Amtsgericht Dieburg ;"Amtsgericht Dieburg 
Postfach 12 29
64802 Dieburg";"Amtsgericht Dieburg 
Bei der Erlesmühle 1
64807 Dieburg";verwaltung@ag-dieburg.justiz.hessen.de;http://www.ag-dieburg.justiz.hessen.de;(06071)2030;(06071)21126
Amtsgericht Diepholz ;"Amtsgericht Diepholz 
Postfach 11 09
49341 Diepholz";"Amtsgericht Diepholz 
Lange Straße 32
49356 Diepholz";agdh-poststelle@justiz.niedersachsen.de;http://www.amtsgericht-diepholz.niedersachsen.de;(05441)9960;(05441)99649
Amtsgericht Diez ;"Amtsgericht Diez 
Postfach 15 61
65574 Diez";"Amtsgericht Diez 
Schloßberg 11
65582 Diez";AGDIE@ko.jm.rlp.de;http://www.AGDZ.justiz.rlp.de;(06432)92530;(06432)9253401
Amtsgericht Dillenburg ;"Amtsgericht Dillenburg 
Postfach 11 52
35661 Dillenburg";"Amtsgericht Dillenburg 
Wilhelmstraße 7
35683 Dillenburg";verwaltung@ag-dillenburg.justiz.hessen.de;http://www.ag-dillenburg.justiz.hessen.de;(02771)90070;(02771)9007111
Amtsgericht Dillingen a. d. Donau ;"Amtsgericht Dillingen a. d. Donau 
Postfach 13 03
89401 Dillingen a. d. Donau";"Amtsgericht Dillingen a. d. Donau 
St.-Ulrichs-Platz 3
89407 Dillingen a. d. Donau";Poststelle@ag-dlg.bayern.de;http://www.justiz.bayern.de/gericht/ag/dlg;(09071)50020;(09071)5002500
Amtsgericht Dinslaken ;"Amtsgericht Dinslaken 
Postfach 10 01 54
46521 Dinslaken";"Amtsgericht Dinslaken 
Schillerstraße 76
46535 Dinslaken";poststelle@ag-dinslaken.nrw.de;http://www.ag-dinslaken.nrw.de;(02064)60080;(02064)6008480
Amtsgericht Dippoldiswalde ;"Amtsgericht Dippoldiswalde 
Postfach 14 20
01741 Dippoldiswalde";"Amtsgericht Dippoldiswalde 
Kirchplatz 8
01744 Dippoldiswalde";verwaltung-p@agdw.justiz.sachsen.de;http://www.amtsgericht-dippoldiswalde.de;(03504)62130;(03504)621396
Amtsgericht Döbeln ;Amtsgericht Döbeln ;"Amtsgericht Döbeln 
Rosa-Luxemburg-Straße 16
04720 Döbeln";verwaltung-p@agdl.justiz.sachsen.de;http://www.justiz.sachsen.de;(03431)7280;(03431)570087
Amtsgericht Donaueschingen;"Amtsgericht Donaueschingen
Postfach 11 29
78152 Donaueschingen";"Amtsgericht Donaueschingen
Mühlenstraße 5
78166 Donaueschingen";Poststelle@agdonaueschingen.justiz.bwl.de;;(0771) 85050;(0771) 850540
Amtsgericht Dorsten ;"Amtsgericht Dorsten 
Postfach 1 09
46251 Dorsten";"Amtsgericht Dorsten 
Alter Postweg 36
46282 Dorsten";poststelle@ag-dorsten.nrw.de;http://www.ag-dorsten.nrw.de;(02362)20080;(02362)200851
Amtsgericht Dortmund ;"Amtsgericht Dortmund 
Postfach 10 50 27
44040 Dortmund";"Amtsgericht Dortmund 
Gerichtsstraße 22
44135 Dortmund";poststelle@ag-dortmund.nrw.de;http://www.ag-dortmund.nrw.de;(0231)9260;(0231)92621090
Amtsgericht Dresden ;"Amtsgericht Dresden 
Postfach 12 07 09
01008 Dresden";"Amtsgericht Dresden 
Berliner Straße 3-13
01067 Dresden";verwaltung-p@agdd.justiz.sachsen.de;http://www.amtsgericht-dresden.de;(0351)4460;(0351)4463199
Amtsgericht Duderstadt ;"Amtsgericht Duderstadt 
Postfach 11 09
37104 Duderstadt";"Amtsgericht Duderstadt 
Hinterstraße 33
37115 Duderstadt";poststelle@ag-dud.niedersachsen.de;http://www.amtsgericht-duderstadt.niedersachsen.de;(05527)9120;(05527)912111
